Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice
480,30,RM,50.0,5925,Pave,Reg,Bnk,OldTown,Norm,Norm,1Fam,1Story,4,7,1937,2000,Hip,435.0,TA,TA,BrkTil,Fa,TA,No,Rec,168,Unf,0,739,907,GasA,TA,Y,SBrkr,1131,0,0,1131,0,0,1,0,2,1,TA,7,Typ,0,,Detchd,1995.0,Unf,2,672,89471
481,20,RL,98.0,16033,Pave,IR1,Lvl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,378.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1261,Unf,0,572,1833,GasA,Ex,Y,SBrkr,1850,0,0,1850,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,3,772,326000
482,20,RL,72.0,11846,Pave,IR1,HLS,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,562.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1567,Unf,0,225,1792,GasA,Ex,Y,SBrkr,1792,0,0,1792,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2003.0,Fin,3,874,374000
483,70,RM,50.0,2500,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,2005,Gable,0.0,Gd,TA,PConc,TA,TA,No,ALQ,299,Unf,0,611,910,GasA,Ex,Y,SBrkr,916,910,0,1826,1,0,1,1,4,1,Ex,7,Min2,1,Gd,Attchd,1915.0,Unf,1,164,155000
484,120,RM,32.0,4500,Pave,Reg,Lvl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,116.0,TA,TA,PConc,Ex,TA,No,GLQ,897,Unf,0,319,1216,GasA,Ex,Y,SBrkr,1216,0,0,1216,1,0,2,0,2,1,TA,5,Typ,0,,Attchd,1998.0,Unf,2,402,164000
485,20,RL,,7758,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1962,2001,Gable,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,588,Unf,0,411,999,GasA,Gd,Y,SBrkr,999,0,0,999,1,0,1,0,3,1,Gd,6,Typ,0,,Detchd,1963.0,Unf,1,264,132500
486,20,RL,80.0,9600,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,607,Unf,0,506,1113,GasA,Gd,Y,SBrkr,1113,0,0,1113,0,0,1,0,3,1,Gd,5,Typ,1,Gd,Attchd,1950.0,Unf,1,264,147000
487,20,RL,79.0,10289,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,168.0,TA,TA,CBlock,TA,TA,No,ALQ,836,Unf,0,237,1073,GasA,TA,Y,SBrkr,1073,0,0,1073,1,0,1,1,3,1,TA,6,Typ,0,,Attchd,1965.0,RFn,2,515,156000
488,20,RL,70.0,12243,Pave,IR1,Lvl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1971,1971,Gable,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,998,Unf,0,486,1484,GasA,Gd,Y,SBrkr,1484,0,0,1484,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1971.0,Unf,2,487,175000
489,190,RL,60.0,10800,Pave,Reg,Lvl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1900,1970,Gable,0.0,TA,Fa,CBlock,TA,Fa,No,BLQ,664,Unf,0,290,954,GasA,TA,N,FuseA,1766,648,0,2414,0,0,2,0,3,2,TA,10,Mod,1,Gd,Attchd,1970.0,Unf,2,520,160000
490,180,RM,21.0,1526,Pave,Reg,Lvl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,1970,2002,Gable,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,515,Unf,0,115,630,GasA,TA,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,Gd,3,Typ,0,,Attchd,1970.0,Unf,1,286,86000
491,160,RM,,2665,Pave,Reg,Lvl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,264,264,GasA,TA,Y,SBrkr,616,688,0,1304,0,0,1,1,3,1,TA,4,Typ,1,Gd,BuiltIn,1976.0,Fin,1,336,115000
492,50,RL,79.0,9490,Pave,Reg,Lvl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1941,1950,Gable,0.0,TA,TA,CBlock,TA,TA,No,BLQ,403,Rec,165,238,806,GasA,TA,Y,FuseA,958,620,0,1578,1,0,1,0,3,1,Fa,5,Typ,2,TA,Attchd,1941.0,Unf,1,240,133000
493,60,RL,105.0,15578,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,GasA,Gd,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,TA,8,Typ,0,,Attchd,2006.0,RFn,2,429,172785
494,20,RL,70.0,7931,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,0.0,TA,TA,CBlock,TA,TA,No,BLQ,374,LwQ,532,363,1269,GasA,TA,Y,FuseA,1269,0,0,1269,0,0,1,1,3,1,TA,6,Typ,1,Fa,Detchd,1964.0,Unf,1,308,155000
495,30,RM,50.0,5784,Pave,Reg,Lvl,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,190,190,GasA,Gd,Y,FuseA,886,0,0,886,0,0,1,0,2,1,TA,4,Typ,0,,Attchd,1938.0,Unf,1,273,91300
496,30,C (all),60.0,7879,Pave,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,1Story,4,5,1920,1950,Gable,0.0,TA,TA,CBlock,TA,TA,No,Rec,495,Unf,0,225,720,GasA,TA,N,FuseA,720,0,0,720,0,0,1,0,2,1,TA,4,Typ,0,,,,,0,0,34900
497,20,RL,,12692,Pave,IR1,Lvl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1992,1993,Hip,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1231,Unf,0,1969,3200,GasA,Ex,Y,SBrkr,3228,0,0,3228,1,0,3,0,4,1,Gd,10,Typ,1,Gd,Attchd,1992.0,RFn,2,546,430000
498,50,RL,60.0,9120,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,0.0,TA,Gd,PConc,TA,TA,No,Rec,329,Unf,0,697,1026,GasA,Ex,Y,SBrkr,1133,687,0,1820,1,0,2,0,4,1,TA,8,Typ,0,,Detchd,1925.0,Unf,1,240,184000
499,20,RL,65.0,7800,Pave,Reg,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,89.0,TA,TA,PConc,TA,TA,No,ALQ,450,Unf,0,414,864,GasA,Ex,Y,SBrkr,899,0,0,899,0,0,1,0,3,1,Gd,5,Typ,0,,Attchd,1967.0,Fin,1,288,130000
500,20,RL,70.0,7535,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1985,Gable,0.0,TA,TA,CBlock,TA,TA,No,BLQ,111,LwQ,279,522,912,GasA,Fa,Y,SBrkr,912,0,0,912,0,1,1,0,2,1,TA,5,Typ,0,,Attchd,1958.0,Fin,1,297,120000
501,160,RM,21.0,1890,Pave,Reg,Lvl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,285.0,TA,TA,CBlock,TA,TA,No,BLQ,356,Unf,0,316,672,GasA,TA,Y,SBrkr,672,546,0,1218,0,0,1,1,3,1,TA,7,Typ,0,,Detchd,1973.0,Unf,1,264,113000
502,60,FV,75.0,9803,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,400,Unf,0,466,866,GasA,Gd,Y,SBrkr,866,902,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,2,603,226700
503,20,RL,70.0,9170,Pave,Reg,Lvl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,0.0,TA,TA,CBlock,TA,TA,No,ALQ,698,GLQ,96,420,1214,GasA,Ex,Y,SBrkr,1214,0,0,1214,1,0,1,0,2,1,TA,6,Typ,0,,Detchd,1965.0,Unf,2,461,140000
504,20,RL,100.0,15602,Pave,IR1,Lvl,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,1997,Gable,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1247,Unf,0,254,1501,GasA,TA,Y,SBrkr,1801,0,0,1801,1,0,2,0,1,1,TA,6,Typ,2,TA,Attchd,1959.0,Fin,2,484,289000
505,160,RL,24.0,2308,Pave,Reg,Lvl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,0.0,TA,TA,CBlock,TA,TA,No,ALQ,257,Rec,495,103,855,GasA,TA,Y,SBrkr,855,467,0,1322,0,1,2,1,3,1,TA,6,Typ,1,Fa,Attchd,1974.0,Unf,2,440,147000
506,90,RM,60.0,7596,Pave,Reg,Lvl,OldTown,Artery,Norm,Duplex,2Story,5,5,1952,1952,Hip,360.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,960,960,GasA,Gd,Y,SBrkr,960,1000,0,1960,0,0,2,0,4,2,TA,10,Typ,0,,Detchd,1952.0,Unf,2,400,124500
507,60,RL,80.0,9554,Pave,IR1,Lvl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1993,1994,Gable,125.0,Gd,TA,PConc,Gd,TA,No,GLQ,380,Unf,0,397,777,GasA,Ex,Y,SBrkr,1065,846,0,1911,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993.0,RFn,2,471,215000
508,20,FV,75.0,7862,Pave,IR1,Lvl,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,27,Unf,0,1191,1218,GasA,Ex,Y,SBrkr,1218,0,0,1218,0,0,2,0,2,1,Gd,4,Typ,0,,Attchd,2009.0,Fin,2,676,208300
509,70,RM,60.0,9600,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,0.0,TA,Ex,BrkTil,TA,TA,No,Rec,141,Unf,0,548,689,GasA,Ex,Y,SBrkr,689,689,0,1378,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Detchd,1928.0,Unf,2,360,161000
510,20,RL,80.0,9600,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,132.0,TA,TA,CBlock,TA,TA,No,ALQ,991,Unf,0,50,1041,GasA,Ex,Y,SBrkr,1041,0,0,1041,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,1,270,124500
511,20,RL,75.0,14559,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Hip,70.0,Gd,TA,CBlock,TA,TA,No,BLQ,650,Rec,180,178,1008,GasA,Ex,Y,SBrkr,1363,0,0,1363,1,0,1,0,2,1,TA,6,Min1,2,TA,CarPort,1951.0,Unf,1,288,164900
512,120,RL,40.0,6792,Pave,IR1,Lvl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1368,1368,GasA,Ex,Y,SBrkr,1368,0,0,1368,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,474,202665
513,20,RL,70.0,9100,Pave,Reg,Lvl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,0.0,TA,TA,CBlock,TA,TA,No,BLQ,521,LwQ,174,169,864,GasA,TA,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1964.0,Unf,2,624,129900
514,20,RL,71.0,9187,Pave,Reg,Bnk,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,1983,Gable,0.0,TA,Gd,PConc,TA,TA,No,ALQ,336,Unf,0,748,1084,GasA,TA,Y,SBrkr,1080,0,0,1080,0,0,1,1,3,1,TA,5,Typ,0,,Attchd,1983.0,Unf,2,484,134000
515,45,RL,55.0,10594,Pave,Reg,Lvl,Crawfor,Norm,Norm,1Fam,1.5Unf,5,5,1926,1950,Gable,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,768,768,Grav,Fa,N,SBrkr,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1926.0,Unf,1,200,96500
516,20,RL,94.0,12220,Pave,Reg,Lvl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2009,2009,Hip,305.0,Ex,TA,CBlock,Ex,TA,No,GLQ,1436,Unf,0,570,2006,GasA,Ex,Y,SBrkr,2020,0,0,2020,1,0,2,1,3,1,Ex,9,Typ,1,Gd,Attchd,2009.0,Fin,3,900,402861
517,80,RL,,10448,Pave,IR1,Lvl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1972,1972,Gable,333.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,689,689,GasA,TA,Y,SBrkr,1378,741,0,2119,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1972.0,RFn,2,583,158000
518,60,RL,79.0,10208,Pave,IR1,Lvl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,921.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1264,1264,GasA,Ex,Y,SBrkr,1277,1067,0,2344,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1996.0,RFn,3,889,265000
519,60,RL,,9531,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,706,Unf,0,88,794,GasA,Ex,Y,SBrkr,882,914,0,1796,1,0,2,1,3,1,TA,7,Typ,0,,Attchd,1998.0,RFn,2,546,211000
520,70,RL,53.0,10918,Pave,Reg,Lvl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,0.0,Gd,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,1276,1276,GasA,Ex,Y,SBrkr,1276,804,0,2080,0,0,1,1,3,1,Gd,9,Typ,2,Gd,Detchd,1926.0,Unf,1,282,234000
521,190,RL,60.0,10800,Pave,Reg,Lvl,OldTown,Norm,Norm,2fmCon,2Story,4,7,1900,2000,Gable,0.0,TA,TA,BrkTil,,,,,0,,0,0,0,GasA,TA,N,FuseA,694,600,0,1294,0,0,2,0,3,2,TA,7,Typ,0,,,,,0,0,106250
522,20,RL,90.0,11988,Pave,IR1,Lvl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1957,Gable,0.0,TA,TA,CBlock,TA,TA,No,Rec,777,Unf,0,467,1244,GasA,Ex,Y,FuseA,1244,0,0,1244,0,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,Unf,1,336,150000
523,50,RM,50.0,5000,Pave,Reg,Lvl,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,7,1947,1950,Gable,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,399,Unf,0,605,1004,GasA,Ex,Y,SBrkr,1004,660,0,1664,0,0,2,0,3,1,TA,7,Typ,2,Gd,Detchd,1950.0,Unf,2,420,159000
524,60,RL,130.0,40094,Pave,IR1,Bnk,Edwards,PosN,PosN,1Fam,2Story,10,5,2007,2008,Hip,762.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2260,Unf,0,878,3138,GasA,Ex,Y,SBrkr,3138,1538,0,4676,1,0,3,1,3,1,Ex,11,Typ,1,Gd,BuiltIn,2007.0,Fin,3,884,184750
525,60,RL,95.0,11787,Pave,IR1,Lvl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,594.0,Gd,TA,PConc,Gd,TA,No,GLQ,719,Unf,0,660,1379,GasA,Ex,Y,SBrkr,1383,1015,0,2398,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1996.0,Fin,3,834,315750
526,20,FV,62.0,7500,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1257,1257,GasA,Ex,Y,SBrkr,1266,0,0,1266,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2005.0,Unf,2,453,176000
527,20,RL,70.0,13300,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,0.0,TA,TA,CBlock,Gd,TA,No,Rec,377,Unf,0,551,928,GasA,TA,Y,SBrkr,928,0,0,928,0,0,1,0,2,1,TA,4,Typ,0,,Attchd,1956.0,Unf,1,252,132000
528,60,RL,67.0,14948,Pave,IR1,Lvl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Hip,268.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1330,Unf,0,122,1452,GasA,Ex,Y,SBrkr,1476,1237,0,2713,1,0,2,1,3,1,Ex,11,Typ,1,Gd,Attchd,2008.0,Fin,3,858,446261
529,30,RL,58.0,9098,Pave,IR1,Lvl,Edwards,Norm,Norm,1Fam,1Story,4,7,1920,2002,Gable,0.0,TA,TA,BrkTil,TA,TA,Mn,ALQ,348,Unf,0,180,528,GasA,Ex,Y,SBrkr,605,0,0,605,1,0,1,0,2,1,TA,5,Typ,0,,,,,0,0,86000
530,20,RL,,32668,Pave,IR1,Lvl,Crawfor,Norm,Norm,1Fam,1Story,6,3,1957,1975,Hip,,Gd,TA,PConc,TA,TA,No,Rec,1219,Unf,0,816,2035,GasA,TA,Y,SBrkr,2515,0,0,2515,1,0,3,0,4,2,TA,9,Maj1,2,TA,Attchd,1975.0,RFn,2,484,200624
531,80,RL,85.0,10200,Pave,Reg,Lvl,Timber,Norm,Norm,1Fam,SLvl,6,5,1988,1989,Gable,219.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,783,Unf,0,678,1461,GasA,Ex,Y,SBrkr,1509,0,0,1509,1,0,2,0,3,1,Gd,5,Typ,1,Fa,Attchd,1988.0,RFn,2,600,175000
532,70,RM,60.0,6155,Pave,IR1,Lvl,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,1999,Gable,0.0,TA,TA,BrkTil,Fa,Fa,Mn,Unf,0,Unf,0,611,611,GasA,Ex,Y,SBrkr,751,611,0,1362,0,0,2,0,3,1,TA,6,Typ,0,,Detchd,1920.0,Fin,2,502,128000
533,20,RL,60.0,7200,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,2007,Gable,0.0,TA,TA,Slab,,,,,0,,0,0,0,GasA,Ex,Y,SBrkr,827,0,0,827,0,0,1,0,2,1,TA,5,Mod,1,Po,Detchd,1967.0,Unf,1,392,107500
534,20,RL,50.0,5000,Pave,Reg,Low,BrkSide,Norm,Norm,1Fam,1Story,1,3,1946,1950,Gable,0.0,Fa,Fa,Slab,,,,,0,,0,0,0,GasA,Fa,N,FuseF,334,0,0,334,0,0,1,0,1,1,Fa,2,Typ,0,,,,,0,0,39300
535,60,RL,74.0,9056,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,0.0,Gd,TA,PConc,Ex,Gd,Av,Unf,0,Unf,0,707,707,GasA,Ex,Y,SBrkr,707,707,0,1414,0,0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2004.0,Fin,2,403,178000
536,190,RL,70.0,7000,Pave,Reg,Lvl,Edwards,Norm,Norm,2fmCon,2Story,5,7,1910,1991,Gable,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,969,Unf,0,148,1117,GasA,TA,Y,SBrkr,820,527,0,1347,1,0,1,0,3,1,TA,5,Typ,0,,,,,0,0,107500
537,60,RL,57.0,8924,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,880,880,GasA,Ex,Y,SBrkr,880,844,0,1724,0,0,2,1,3,1,Gd,8,Typ,0,,Attchd,1998.0,Fin,2,527,188000
538,20,RL,,12735,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,4,5,1972,1972,Hip,0.0,TA,TA,CBlock,TA,TA,No,BLQ,600,Unf,0,264,864,GasA,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1980.0,Unf,2,576,111250
539,20,RL,,11553,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,188.0,TA,TA,CBlock,TA,TA,No,BLQ,673,Unf,0,378,1051,GasA,TA,Y,SBrkr,1159,0,0,1159,0,0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,1968.0,Unf,1,336,158000
540,20,RL,,11423,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,479.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1358,Unf,0,223,1581,GasA,Ex,Y,SBrkr,1601,0,0,1601,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2,670,272000
541,20,RL,85.0,14601,Pave,Reg,Lvl,Timber,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,584.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1260,Unf,0,578,1838,GasA,Ex,Y,SBrkr,1838,0,0,1838,1,0,2,0,2,1,Ex,8,Typ,1,Gd,Attchd,2006.0,Fin,3,765,315000
542,60,RL,,11000,Pave,Reg,Lvl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,969,969,GasA,Ex,Y,SBrkr,997,1288,0,2285,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2000.0,Fin,3,648,248000
543,20,RL,78.0,10140,Pave,Reg,Lvl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,0.0,Gd,TA,PConc,Ex,TA,No,LwQ,144,GLQ,1127,379,1650,GasA,Ex,Y,SBrkr,1680,0,0,1680,1,0,2,0,3,1,Gd,7,Maj1,1,TA,Attchd,1998.0,Fin,2,583,213250
544,120,RH,34.0,4058,Pave,Reg,Lvl,NAmes,Norm,Norm,TwnhsE,SFoyer,7,5,1998,1998,Gable,182.0,TA,TA,PConc,Gd,TA,Av,GLQ,584,LwQ,139,0,723,GasA,Ex,Y,SBrkr,767,0,0,767,1,0,1,0,1,1,TA,4,Typ,0,,Attchd,1998.0,Fin,1,367,133000
545,60,RL,58.0,17104,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,554,Unf,0,100,654,GasA,Ex,Y,SBrkr,664,832,0,1496,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2,426,179665
546,50,RL,,13837,Pave,IR1,Lvl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,178.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,1002,LwQ,202,0,1204,GasA,Gd,Y,SBrkr,1377,806,0,2183,0,0,2,1,4,1,Gd,9,Typ,0,,Attchd,1988.0,Unf,3,786,229000
547,50,RL,70.0,8737,Pave,IR1,Bnk,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,300,Unf,0,765,1065,GasA,Ex,Y,FuseA,915,720,0,1635,0,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1950.0,Unf,2,440,210000
548,85,RL,54.0,7244,Pave,Reg,Lvl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,619,Unf,0,149,768,GasA,Ex,Y,SBrkr,768,0,0,768,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1987.0,Unf,2,624,129500
549,20,RM,49.0,8235,Pave,IR1,HLS,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,180,Rec,645,0,825,GasA,TA,Y,SBrkr,825,0,0,825,1,0,1,0,2,1,TA,4,Typ,0,,Detchd,1963.0,RFn,2,720,125000
550,60,FV,75.0,9375,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,912,912,GasA,Ex,Y,SBrkr,912,1182,0,2094,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2,615,263000
551,120,RL,53.0,4043,Pave,Reg,Lvl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1977,1977,Gable,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,559,Unf,0,510,1069,GasA,TA,Y,SBrkr,1069,0,0,1069,0,0,2,0,2,1,TA,4,Typ,0,,Attchd,1977.0,RFn,2,440,140000
552,20,RM,50.0,6000,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,0.0,TA,TA,CBlock,TA,TA,No,Rec,308,Unf,0,620,928,GasA,Gd,Y,FuseA,928,0,0,928,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1957.0,Fin,1,288,112500
553,20,RL,87.0,11146,Pave,IR1,Lvl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,250.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1709,1709,GasA,Ex,Y,SBrkr,1717,0,0,1717,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,908,255500
554,20,RL,67.0,8777,Pave,Reg,Lvl,Edwards,Feedr,Norm,1Fam,1Story,4,5,1949,2003,Gable,0.0,TA,TA,CBlock,,,,,0,,0,0,0,GasA,Ex,Y,SBrkr,1126,0,0,1126,0,0,2,0,2,1,Gd,5,Typ,0,,Detchd,2002.0,Fin,2,520,108000
555,60,RL,85.0,10625,Pave,Reg,Lvl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,292.0,Gd,TA,PConc,Gd,TA,No,GLQ,866,Unf,0,132,998,GasA,Ex,Y,SBrkr,1006,1040,0,2046,1,0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,RFn,3,871,284000
